name,artist,album,album_type,release_date,duration,duration_ms,added_at,added_by_id,track_popularity,track_id,track_uri,artist_uris,artist_names,enriched,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artists_genres,artists_popularities,artists_avg_popularity
Sad Nebula,Ferdous,Cool Party,album,2023-02-24,2:23,143181,2023-11-25T13:17:31Z,svdpal,34,34dN0WHLumVGf5Sj8GRrXk,spotify:track:34dN0WHLumVGf5Sj8GRrXk,['spotify:artist:1ihKKcrzAd68ftS7adfOtM'],['Ferdous'],True,0.663,0.546,9.0,-9.66,0.0,0.214,0.355,0.0615,0.117,0.438,176.016,4.0,[[]],[39],39.0
A day in the water,Christine and the Queens,"PARANOÏA, ANGELS, TRUE LOVE",album,2023-06-09,4:01,241661,2023-11-27T17:32:25Z,115458813,49,5GGLwBHZvoiub0mYt5OUSt,spotify:track:5GGLwBHZvoiub0mYt5OUSt,['spotify:artist:04vj3iPUiVh5melWr0w3xT'],['Christine and the Queens'],True,0.592,0.524,0.0,-7.872,1.0,0.136,0.717,0.00583,0.0997,0.232,139.637,5.0,"[['art pop', 'electro-pop francais', 'metropopolis', 'shimmer pop']]",[55],55.0
"I swear, I Really Wanted To Make A ""Rap"" Album But This Is Literally The Way The Wind Blew Me This Time",André 3000,New Blue Sun,album,2023-11-17,12:20,740010,2023-11-27T19:48:26Z,115458813,67,1lbjDy6IIerHFGZWKG0hno,spotify:track:1lbjDy6IIerHFGZWKG0hno,['spotify:artist:74V3dE1a51skRkdII8y2C6'],['André 3000'],True,0.13,0.0986,6.0,-25.793,0.0,0.0402,0.958,0.785,0.13,0.0904,87.797,3.0,"[['atl hip hop', 'dirty south rap', 'hip hop', 'southern hip hop']]",[65],65.0
Mijn Club,Sophie Straat,Smartlap Is Niet Dood,album,2023-03-03,4:46,286486,2023-11-27T20:33:13Z,svdpal,24,20lpcjgCSHU8IIb1HEm4wv,spotify:track:20lpcjgCSHU8IIb1HEm4wv,['spotify:artist:6SU1jFBqw4tZJQDT8iQ6Nw'],['Sophie Straat'],True,0.478,0.514,7.0,-4.985,1.0,0.0275,0.414,4.47e-06,0.286,0.273,176.954,3.0,[['dutch indie']],[35],35.0
Feelings (feat. J Hus),"Jorja Smith, J Hus",falling or flying,album,2023-09-29,3:57,237852,2023-12-06T11:21:06Z,hvdpal58,66,13eNzMdXHUinoWsxcRXTCW,spotify:track:13eNzMdXHUinoWsxcRXTCW,"['spotify:artist:1CoZyIx7UvdxT5c8UkMzHd', 'spotify:artist:2a0uxJgbvvIRI4GX8pYfcr']","['Jorja Smith', 'J Hus']",True,0.773,0.685,5.0,-7.529,0.0,0.309,0.064,6.85e-06,0.113,0.576,95.043,4.0,"[['r&b', 'uk contemporary r&b'], ['afroswing', 'grime', 'uk hip hop']]","[71, 67]",69.0
GO GO GO,Jorja Smith,falling or flying,album,2023-09-29,2:25,145893,2023-12-06T11:29:02Z,hvdpal58,54,4tQ3eY36dfKWDiAQqX9w0u,spotify:track:4tQ3eY36dfKWDiAQqX9w0u,['spotify:artist:1CoZyIx7UvdxT5c8UkMzHd'],['Jorja Smith'],True,0.644,0.708,2.0,-5.481,0.0,0.0503,0.0475,2.75e-06,0.099,0.854,160.045,4.0,"[['r&b', 'uk contemporary r&b']]",[71],71.0
Alsof Het Weer Gister Is,S10,Mis,single,2023-11-23,3:44,224382,2023-12-08T17:01:02Z,1110446304,42,1PwHKf1daWWtaxJGKpalXk,spotify:track:1PwHKf1daWWtaxJGKpalXk,['spotify:artist:1zT9SWCzN45r7oVhy0VYLK'],['S10'],True,0.555,0.765,1.0,-5.816,0.0,0.049,0.044,0.0,0.21,0.194,85.045,4.0,[['dutch pop']],[57],57.0
namesake,Noname,Sundial,album,2023-08-11,2:58,178296,2023-12-09T21:04:27Z,115458813,51,5TAqSeSM6JI5AGAmMHoSAu,spotify:track:5TAqSeSM6JI5AGAmMHoSAu,['spotify:artist:1EpyA68dKpjf7jXmQL88Hy'],['Noname'],True,0.791,0.687,3.0,-9.386,0.0,0.112,0.352,0.0967,0.119,0.495,119.98,4.0,"[['alternative r&b', 'chicago rap']]",[54],54.0
leavemealone,"Fred again.., Baby Keem",leavemealone,single,2023-12-08,3:42,222784,2023-12-10T12:50:35Z,1110446304,80,1MVqeIAwhD4T44AKVkIfic,spotify:track:1MVqeIAwhD4T44AKVkIfic,"['spotify:artist:4oLeXFyACqeem2VImYeBFe', 'spotify:artist:5SXuuuRpukkTvsLuUknva1']","['Fred again..', 'Baby Keem']",True,0.682,0.882,0.0,-4.5,1.0,0.0543,0.00521,0.0194,0.571,0.103,174.052,4.0,"[['edm', 'house', 'stutter house'], ['hip hop', 'rap']]","[77, 77]",77.0
Fly To You (feat. Grimes and Dido),"Caroline Polachek, Grimes, Dido","Desire, I Want To Turn Into You",album,2023-02-14,4:05,245124,2023-12-11T17:12:31Z,hvdpal58,59,0RVn3A5FHQ8OgiIxuRkepW,spotify:track:0RVn3A5FHQ8OgiIxuRkepW,"['spotify:artist:4Ge8xMJNwt6EEXOzVXju9a', 'spotify:artist:053q0ukIDRgzwTr4vNSwab', 'spotify:artist:2mpeljBig2IXLXRAFO9AAs']","['Caroline Polachek', 'Grimes', 'Dido']",True,0.466,0.436,8.0,-11.303,1.0,0.0392,0.114,0.000376,0.0693,0.146,161.036,4.0,"[['art pop', 'escape room', 'indie pop', 'indietronica'], ['art pop', 'canadian electropop', 'grave wave', 'indietronica', 'metropopolis', 'neo-synthpop'], ['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']]","[61, 67, 71]",66.33333333333333
Emily I'm Sorry,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",the record,album,2023-03-31,3:34,214866,2023-12-12T07:50:12Z,hvdpal58,67,693xmBAOD4xwkS4W71W1Jn,spotify:track:693xmBAOD4xwkS4W71W1Jn,"['spotify:artist:1hLiboQ98IQWhpKeP9vRFw', 'spotify:artist:12zbUHbPHL5DGuJtiUfsip', 'spotify:artist:1r1uxoy19fzMxunt3ONAkG', 'spotify:artist:07D1Bjaof0NFlU32KXiqUP']","['boygenius', 'Julien Baker', 'Phoebe Bridgers', 'Lucy Dacus']",True,0.581,0.38,11.0,-12.162,1.0,0.0473,0.897,0.175,0.104,0.489,135.939,4.0,"[['indie pop'], ['ambient folk', 'indie pop', 'indie rock'], ['indie pop', 'la indie', 'pov: indie'], ['indie pop']]","[69, 68, 77, 69]",70.75
Allang Niet Meer Van Jou,"Mula B, Goldband",Narcopop,album,2023-12-08,4:27,267864,2023-12-12T07:38:27Z,1110446304,63,6NkWvNIyu2tBHlmzOaBrEG,spotify:track:6NkWvNIyu2tBHlmzOaBrEG,"['spotify:artist:6zEaCvF0CqEHs7kFyBkLHi', 'spotify:artist:6mS5GeFyhea6w9OKo8PO3p']","['Mula B', 'Goldband']",True,0.691,0.684,0.0,-7.628,0.0,0.0574,0.248,0.0,0.204,0.34,129.991,4.0,"[['dutch hip hop'], ['lustrum', 'piratenmuziek']]","[61, 58]",59.5
Speed Of Light,Chef'Special,Speed Of Light,single,2023-12-08,3:07,187832,2023-12-12T07:43:57Z,1110446304,55,42bzmBc47mF1HTOi8baDb5,spotify:track:42bzmBc47mF1HTOi8baDb5,['spotify:artist:7IiSLreTg1of8dDwxwiPw3'],"[""Chef'Special""]",True,0.627,0.601,2.0,-8.033,1.0,0.0406,0.316,1.74e-06,0.135,0.507,125.808,4.0,"[['dutch indie', 'dutch pop', 'dutch rock', 'folk-pop', 'nederreggae']]",[53],53.0
Spirit,The Killers,Rebel Diamonds,album,2023-12-08,2:58,178546,2023-12-12T16:39:10Z,1110446304,62,29ZJZnAXJ28Bewit5RLRKx,spotify:track:29ZJZnAXJ28Bewit5RLRKx,['spotify:artist:0C0XlULifJtAgn6ZNCW2eu'],['The Killers'],True,0.492,0.912,6.0,-7.369,1.0,0.0837,9.8e-05,5.68e-06,0.292,0.328,133.026,4.0,"[['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']]",[76],76.0
Apart,Mees Salomé,Apart,single,2023-12-15,3:13,193653,2023-12-18T09:38:41Z,115458813,29,71uLJtAYk3vxkcim5751Aw,spotify:track:71uLJtAYk3vxkcim5751Aw,['spotify:artist:3vcY5vaGqSQF6UA9N2iC4L'],['Mees Salomé'],True,0.524,0.695,5.0,-10.119,1.0,0.0351,0.0115,0.429,0.138,0.0362,123.006,4.0,"[['deep techno', 'melodic house']]",[42],42.0
Eat Your Man (with Nelly Furtado),"Dom Dolla, Nelly Furtado",Eat Your Man (with Nelly Furtado),single,2023-06-02,3:17,197164,2023-12-16T14:53:18Z,1110446304,72,6Ea2oEzysv4UECGNxL1IEW,spotify:track:6Ea2oEzysv4UECGNxL1IEW,"['spotify:artist:205i7E8fNVfojowcQSfK9m', 'spotify:artist:2jw70GZXlAI8QzWeY2bgRc']","['Dom Dolla', 'Nelly Furtado']",True,0.738,0.883,8.0,-7.989,1.0,0.0818,0.053,0.193,0.102,0.651,125.04,4.0,"[['australian house', 'deep groove house', 'house'], ['canadian latin', 'canadian pop', 'dance pop', 'pop']]","[67, 75]",71.0
Will Anybody Ever Love Me?,Sufjan Stevens,Javelin,album,2023-10-06,4:09,249259,2023-12-17T21:40:06Z,hvdpal58,62,7IAx9OvToHkT8C4ZlX9hwe,spotify:track:7IAx9OvToHkT8C4ZlX9hwe,['spotify:artist:4MXUO7sVCaFgFjoTI5ox5c'],['Sufjan Stevens'],True,0.503,0.542,10.0,-8.999,1.0,0.0324,0.713,0.00833,0.131,0.446,80.981,4.0,"[['art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter']]",[71],71.0
Love Theme (4K VHS),"Mandy, Indiana",i've seen a way,album,2023-05-19,3:17,197021,2023-12-18T19:39:33Z,115458813,35,2WCRjZ70ir44socpPKoiqE,spotify:track:2WCRjZ70ir44socpPKoiqE,['spotify:artist:2nDJxXJ7PtW7eLpFXcGH3u'],"['Mandy, Indiana']",True,0.24,0.624,8.0,-10.082,1.0,0.0557,0.846,0.921,0.377,0.336,101.419,4.0,"[['british experimental', 'crank wave']]",[33],33.0
Land Dat Niet Bestaat,Sef,Ik Zou Voor Veel Kunnen Sterven Maar Niet Voor Een Vlag,album,2023-02-02,2:25,145646,2023-12-18T17:47:54Z,hvdpal58,35,2d1x40uqQXcTQPXeUdlRUq,spotify:track:2d1x40uqQXcTQPXeUdlRUq,['spotify:artist:5VGhS6nHpXPbXGhku9RRB0'],['Sef'],True,0.83,0.741,10.0,-7.743,0.0,0.297,0.379,2.94e-05,0.0641,0.787,107.998,4.0,[['dutch hip hop']],[46],46.0
De Machine,"Sef, Abel",Ik Zou Voor Veel Kunnen Sterven Maar Niet Voor Een Vlag,album,2023-02-02,2:29,149341,2023-12-18T17:50:32Z,hvdpal58,38,16oyYkiBGXro1fm2bJUVZ3,spotify:track:16oyYkiBGXro1fm2bJUVZ3,"['spotify:artist:5VGhS6nHpXPbXGhku9RRB0', 'spotify:artist:0JRVrJQNnlSl10wEsioxOJ']","['Sef', 'Abel']",True,0.74,0.686,4.0,-9.383,0.0,0.398,0.743,4.4e-05,0.109,0.718,90.192,4.0,"[['dutch hip hop'], []]","[46, 28]",37.0
Baby again..,"Fred again.., Skrillex, Four Tet",Baby again..,single,2023-03-17,5:19,319963,2023-12-18T20:40:04Z,hvdpal58,67,4zlbKky2yA657Sk5rekZoR,spotify:track:4zlbKky2yA657Sk5rekZoR,"['spotify:artist:4oLeXFyACqeem2VImYeBFe', 'spotify:artist:5he5w2lnU9x7JFhnwcekXX', 'spotify:artist:7Eu1txygG6nJttLHbZdQOh']","['Fred again..', 'Skrillex', 'Four Tet']",True,0.847,0.724,2.0,-7.668,1.0,0.047,0.00355,0.00339,0.0731,0.326,126.983,4.0,"[['edm', 'house', 'stutter house'], ['brostep', 'complextro', 'edm', 'electro', 'pop dance'], ['electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop']]","[77, 74, 61]",70.66666666666667
Allang Niet Meer Van Jou,"Mula B, Goldband",Narcopop,album,2023-12-08,4:27,267864,2023-12-19T16:19:41Z,115458813,63,6NkWvNIyu2tBHlmzOaBrEG,spotify:track:6NkWvNIyu2tBHlmzOaBrEG,"['spotify:artist:6zEaCvF0CqEHs7kFyBkLHi', 'spotify:artist:6mS5GeFyhea6w9OKo8PO3p']","['Mula B', 'Goldband']",True,0.691,0.684,0.0,-7.628,0.0,0.0574,0.248,0.0,0.204,0.34,129.991,4.0,"[['dutch hip hop'], ['lustrum', 'piratenmuziek']]","[61, 58]",59.5
Clear Away in the Morning,Lankum,False Lankum,album,2023-03-24,7:00,420960,2023-12-20T07:37:33Z,hvdpal58,45,0MrpF3niv2XZSPy2yIxuV9,spotify:track:0MrpF3niv2XZSPy2yIxuV9,['spotify:artist:2zPm4XzwKuPidtfKh92H2Z'],['Lankum'],True,0.214,0.206,0.0,-14.488,1.0,0.0314,0.744,0.286,0.0703,0.0461,100.692,4.0,"[['irish neo-traditional', 'irish rock', 'uilleann pipes']]",[44],44.0
What You Say? - Extended,Young Marco,What You Say?,single,2023-03-28,5:16,316699,2023-12-20T14:43:01Z,115458813,42,459UerzCMaPkigTO3a3UTK,spotify:track:459UerzCMaPkigTO3a3UTK,['spotify:artist:7zpN81tVvPwlHcJSkSCyRa'],['Young Marco'],True,0.685,0.763,6.0,-9.011,0.0,0.0479,0.0558,0.00185,0.107,0.135,136.012,4.0,"[['dutch experimental electronic', 'float house']]",[41],41.0
LUV (I KNOW I WANT THIS FOR REAL),Q,"Soul,PRESENT",album,2023-05-05,3:13,193400,2023-12-20T15:29:16Z,115458813,41,6AwIwpQtJJOl4e1A88rn2a,spotify:track:6AwIwpQtJJOl4e1A88rn2a,['spotify:artist:22vqVhfPJab5kkU9txDGX3'],['Q'],True,0.712,0.754,11.0,-7.044,0.0,0.041,0.00443,0.000202,0.168,0.659,122.003,4.0,"[['alternative r&b', 'indie r&b']]",[55],55.0
Sannie Is Clean,Mula B,Narcopop,album,2023-12-08,2:43,163970,2023-12-20T20:10:40Z,115458813,50,5gw98UyRdbUVdEHqhgiUSj,spotify:track:5gw98UyRdbUVdEHqhgiUSj,['spotify:artist:6zEaCvF0CqEHs7kFyBkLHi'],['Mula B'],True,0.702,0.795,7.0,-5.614,0.0,0.247,0.0738,0.0,0.117,0.806,142.811,4.0,[['dutch hip hop']],[61],61.0
Escapism.,"RAYE, 070 Shake",Escapism.,single,2022-12-07,4:32,272373,2023-12-21T10:32:34Z,1110446304,74,2VOZniNxFIDl8ydLltrMNb,spotify:track:2VOZniNxFIDl8ydLltrMNb,"['spotify:artist:5KKpBU5eC2tJDzf0wmlRp2', 'spotify:artist:12Zk1DFhCbHY6v3xep2ZjI']","['RAYE', '070 Shake']",True,0.538,0.742,2.0,-5.355,1.0,0.114,0.138,4.67e-05,0.0934,0.25,96.107,4.0,"[['uk contemporary r&b', 'uk pop'], ['new jersey rap']]","[78, 70]",74.0
Rakıya Su Katamam,Altin Gün,Aşk,album,2023-03-31,3:40,220142,2023-12-23T12:22:06Z,hvdpal58,38,4XitfDhOTxlO0OEJuquNUa,spotify:track:4XitfDhOTxlO0OEJuquNUa,['spotify:artist:37PL04N8kBWWW69jdrMMWT'],['Altin Gün'],True,0.472,0.837,7.0,-8.617,1.0,0.0647,0.0514,0.0288,0.126,0.812,87.785,4.0,"[['dutch indie', 'turkish psych']]",[46],46.0
Trust Me Mate - Acoustic,Dean Lewis,Trust Me Mate (Acoustic),single,2023-10-26,2:48,168389,2023-12-22T11:43:12Z,svdpal,52,0RYp979JDD8NL2RJXQWouC,spotify:track:0RYp979JDD8NL2RJXQWouC,['spotify:artist:3QSQFmccmX81fWCUSPTS7y'],['Dean Lewis'],True,0.635,0.39,0.0,-4.619,1.0,0.0365,0.794,0.0,0.244,0.534,97.261,4.0,"[['australian pop', 'pop']]",[74],74.0
The End,Tom Odell,The End,single,2023-12-22,3:25,205634,2023-12-22T15:47:23Z,1110446304,67,3e4QnOQmNqJaBjpmjGYZK0,spotify:track:3e4QnOQmNqJaBjpmjGYZK0,['spotify:artist:2txHhyCwHjUEpJjWrEyqyX'],['Tom Odell'],True,0.309,0.145,10.0,-14.89,1.0,0.0338,0.965,0.185,0.084,0.226,70.192,5.0,[['chill pop']],[76],76.0
Odd to Even,Amber Arcades,Barefoot on Diamond Road,album,2023-02-10,3:07,187343,2023-12-23T12:42:26Z,hvdpal58,11,1TljGVaW62rLZD3vdWcmIL,spotify:track:1TljGVaW62rLZD3vdWcmIL,['spotify:artist:0JVbYQsgLAgLkcHfmg4lxv'],['Amber Arcades'],True,0.668,0.611,0.0,-8.252,1.0,0.0392,0.359,0.0662,0.103,0.528,127.068,4.0,"[['chamber psych', 'dutch indie', 'dutch indie rock']]",[17],17.0
BESO,"ROSALÍA, Rauw Alejandro",RR,single,2023-03-24,3:14,194543,2023-12-23T13:15:42Z,115458813,84,609E1JCInJncactoMmkDon,spotify:track:609E1JCInJncactoMmkDon,"['spotify:artist:7ltDVBr6mKbRvohxheJ9h1', 'spotify:artist:1mcTU81TzQhprhouKaTkpq']","['ROSALÍA', 'Rauw Alejandro']",True,0.768,0.644,5.0,-6.671,0.0,0.136,0.736,0.000837,0.173,0.53,95.05,4.0,"[['pop', 'r&b en espanol'], ['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']]","[78, 86]",82.0
Float (feat. Seun Kuti & Egypt 80),"Janelle Monáe, Seun Kuti, Egypt 80",The Age of Pleasure,album,2023-06-09,3:59,239013,2023-12-23T16:31:34Z,hvdpal58,57,2GLN3KJjmFhXG8mHGr6II0,spotify:track:2GLN3KJjmFhXG8mHGr6II0,"['spotify:artist:6ueGR6SWhUJfvEhqkvMsVs', 'spotify:artist:1GQur7dDvAWhKT9u9YwBJZ', 'spotify:artist:6L71LxY17w8Yzh1zUphpiW']","['Janelle Monáe', 'Seun Kuti', 'Egypt 80']",True,0.793,0.499,10.0,-5.272,0.0,0.119,0.22,0.0,0.872,0.311,126.046,4.0,"[['afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b'], ['afrobeat', 'afropop'], ['afrobeat']]","[65, 44, 42]",50.333333333333336
Water Slide,Janelle Monáe,The Age of Pleasure,album,2023-06-09,2:44,164880,2023-12-23T16:31:49Z,hvdpal58,50,3PlQ7nKvyX9Da10AsYBm7c,spotify:track:3PlQ7nKvyX9Da10AsYBm7c,['spotify:artist:6ueGR6SWhUJfvEhqkvMsVs'],['Janelle Monáe'],True,0.731,0.548,7.0,-5.258,0.0,0.0391,0.44,4.85e-06,0.318,0.22,150.034,4.0,"[['afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b']]",[65],65.0
Nothing's Free,Angel Olsen,Nothing's Free,single,2023-03-07,4:38,278760,2023-12-23T16:34:15Z,hvdpal58,1,5IyRSZy0R7UdweNISjf5qS,spotify:track:5IyRSZy0R7UdweNISjf5qS,['spotify:artist:6mKqFxGMS5TGDZI3XkT5Rt'],['Angel Olsen'],True,0.458,0.372,6.0,-9.31,1.0,0.0344,0.536,0.2,0.529,0.135,109.649,3.0,"[['alternative americana', 'art pop', 'chamber pop', 'countrygaze', 'dream pop', 'experimental pop', 'indie pop', 'indie rock', 'noise pop', 'singer-songwriter']]",[51],51.0
We Never Went Away,Ladytron,Time's Arrow,album,2023-01-20,3:57,237918,2023-12-23T16:49:29Z,hvdpal58,24,0RdoC9SZCCn05dHQuE5OuE,spotify:track:0RdoC9SZCCn05dHQuE5OuE,['spotify:artist:0ucLPotcQNI7AViFytdhBz'],['Ladytron'],True,0.274,0.703,8.0,-9.571,1.0,0.0324,0.00282,0.994,0.24,0.17,180.003,4.0,"[['alternative dance', 'dark synthpop', 'electroclash', 'electronica', 'indietronica', 'neo-synthpop']]",[48],48.0
Houdini,Dua Lipa,Houdini,single,2023-11-09,3:05,185917,2023-12-23T20:37:31Z,svdpal,90,4OMJGnvZfDvsePyCwRGO7X,spotify:track:4OMJGnvZfDvsePyCwRGO7X,['spotify:artist:6M2wZ9GZgrQXHCFfjv46we'],['Dua Lipa'],True,0.744,0.789,9.0,-4.876,0.0,0.059,0.0036,0.00144,0.0947,0.866,116.985,4.0,"[['dance pop', 'pop', 'uk pop']]",[86],86.0
Mis,S10,Mis,single,2023-11-23,3:10,190000,2023-12-23T21:06:14Z,115458813,45,404H9QuRwVi2akcBl5wMDj,spotify:track:404H9QuRwVi2akcBl5wMDj,['spotify:artist:1zT9SWCzN45r7oVhy0VYLK'],['S10'],True,0.604,0.654,1.0,-9.004,1.0,0.0464,0.196,0.0111,0.112,0.16,120.025,4.0,[['dutch pop']],[57],57.0
Fly To You (feat. Grimes and Dido),"Caroline Polachek, Grimes, Dido","Desire, I Want To Turn Into You",album,2023-02-14,4:05,245124,2023-12-23T21:14:29Z,115458813,59,0RVn3A5FHQ8OgiIxuRkepW,spotify:track:0RVn3A5FHQ8OgiIxuRkepW,"['spotify:artist:4Ge8xMJNwt6EEXOzVXju9a', 'spotify:artist:053q0ukIDRgzwTr4vNSwab', 'spotify:artist:2mpeljBig2IXLXRAFO9AAs']","['Caroline Polachek', 'Grimes', 'Dido']",True,0.466,0.436,8.0,-11.303,1.0,0.0392,0.114,0.000376,0.0693,0.146,161.036,4.0,"[['art pop', 'escape room', 'indie pop', 'indietronica'], ['art pop', 'canadian electropop', 'grave wave', 'indietronica', 'metropopolis', 'neo-synthpop'], ['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']]","[61, 67, 71]",66.33333333333333
Eternal,Nagasaki Swim,Everything Grows,album,2023-03-03,4:32,272125,2023-12-24T12:15:07Z,hvdpal58,8,3HlL2ez0zEBf91Yf0TVdMD,spotify:track:3HlL2ez0zEBf91Yf0TVdMD,['spotify:artist:4KRpZy44q6xnBkjylQ4p5T'],['Nagasaki Swim'],True,0.651,0.496,8.0,-14.055,1.0,0.0292,0.548,0.814,0.112,0.386,126.994,4.0,[[]],[17],17.0
Once Upon A Poolside (feat. Sufjan Stevens),"The National, Sufjan Stevens",First Two Pages of Frankenstein,album,2023-04-28,3:36,216426,2023-12-24T12:17:58Z,hvdpal58,56,4xAHN13Q8MgKXO18rSyvzU,spotify:track:4xAHN13Q8MgKXO18rSyvzU,"['spotify:artist:2cCUtGK9sDU2EoElnk0GNB', 'spotify:artist:4MXUO7sVCaFgFjoTI5ox5c']","['The National', 'Sufjan Stevens']",True,0.479,0.341,1.0,-11.064,1.0,0.0301,0.811,0.00141,0.107,0.272,88.977,4.0,"[['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'irish rock', 'modern rock'], ['art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter']]","[67, 71]",69.0
Iedereen Staart Ons Aan,"Véras, Gotu Jim",Het Niets,album,2023-01-05,3:30,210895,2023-12-27T13:00:56Z,hvdpal58,10,6G8ztIxj7yYIvjeQkY79zj,spotify:track:6G8ztIxj7yYIvjeQkY79zj,"['spotify:artist:4xXJqw435dtoVF6WsncUcn', 'spotify:artist:5rpTehBPpr3mo7L0ZDZhrQ']","['Véras', 'Gotu Jim']",True,0.465,0.618,0.0,-10.97,1.0,0.0408,0.181,0.892,0.101,0.14,104.803,4.0,"[[], ['dutch hip hop']]","[18, 31]",24.5
Kapot,Véras,Het Niets,album,2023-01-05,2:07,127124,2023-12-27T13:03:20Z,hvdpal58,12,3Y5le05KpY8Gsc3xKTUX7g,spotify:track:3Y5le05KpY8Gsc3xKTUX7g,['spotify:artist:4xXJqw435dtoVF6WsncUcn'],['Véras'],True,0.716,0.911,1.0,-6.543,1.0,0.082,0.0215,0.727,0.371,0.628,153.998,4.0,[[]],[18],18.0
Child Of Sin,"Kovacs, Till Lindemann",Child Of Sin,album,2023-01-13,3:50,230462,2023-12-27T13:05:36Z,hvdpal58,47,3ASAvmNlhz4VYt5iUApaHc,spotify:track:3ASAvmNlhz4VYt5iUApaHc,"['spotify:artist:62peb1sKdVJQD00xYvMCKF', 'spotify:artist:2a5G7JLmVJNjfFNg8rwLcP']","['Kovacs', 'Till Lindemann']",True,0.448,0.539,5.0,-8.336,1.0,0.0489,0.712,1.78e-05,0.122,0.163,75.356,4.0,"[['dutch pop', 'pop soul'], []]","[46, 57]",51.5
Blinds,Robin Kester,Honeycomb Shades,album,2023-02-24,3:17,197211,2023-12-27T13:17:15Z,hvdpal58,27,53mjXvZqGOSvrQ4B8qVYXH,spotify:track:53mjXvZqGOSvrQ4B8qVYXH,['spotify:artist:43FIX6vzpqRHK1VXQmRlKE'],['Robin Kester'],True,0.738,0.371,9.0,-11.456,1.0,0.034,0.0596,0.832,0.102,0.739,134.986,4.0,"[['dutch indie', 'dutch singer-songwriter']]",[29],29.0
Always You,Depeche Mode,Memento Mori,album,2023-03-24,4:18,258957,2023-12-27T13:24:47Z,hvdpal58,51,0Fy8AMzsGc5MVD7fHIVaKn,spotify:track:0Fy8AMzsGc5MVD7fHIVaKn,['spotify:artist:762310PdDnwsDxAQxzQkfX'],['Depeche Mode'],True,0.574,0.741,10.0,-7.427,0.0,0.0327,0.00189,0.00719,0.0988,0.629,160.009,4.0,"[['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock', 'synthpop']]",[73],73.0
Helium,Pitou,Big Tear,album,2023-03-24,2:47,167280,2023-12-27T13:29:33Z,hvdpal58,19,1rlOthzKpz66v63yEGERVk,spotify:track:1rlOthzKpz66v63yEGERVk,['spotify:artist:27aUOc2h4pz72oZen497Va'],['Pitou'],True,0.557,0.212,1.0,-9.643,1.0,0.0342,0.936,0.000186,0.152,0.417,125.738,1.0,[['dutch singer-songwriter']],[24],24.0
20220302,Ryuichi Sakamoto,12,album,2023-01-17,2:52,172282,2023-12-28T13:20:19Z,hvdpal58,35,380T94939pKNMPEAVsw3QJ,spotify:track:380T94939pKNMPEAVsw3QJ,['spotify:artist:1tcgfoMTT1szjUeaikxRjA'],['Ryuichi Sakamoto'],True,0.363,0.0479,8,-25.799,0,0.0685,0.995,0.933,0.0812,0.153,65.45,4,"[['compositional ambient', 'japanese classical', 'japanese contemporary classical', 'japanese soundtrack']]",[61],61.0
daydreaming,Remy Van Kesteren,Muses,album,2023-08-25,5:13,313299,2023-12-28T13:21:02Z,hvdpal58,27,5fxEe3qRBG4GoZzOJVoyYn,spotify:track:5fxEe3qRBG4GoZzOJVoyYn,['spotify:artist:5x183GdNFhX9FETwGNpOZE'],['Remy Van Kesteren'],True,,,,,,,,,,,,,[['classical harp']],[30],30.0
avril 14th,Remy Van Kesteren,Muses,album,2023-08-25,2:07,127880,2023-12-28T13:27:17Z,hvdpal58,23,1FplCae7K1s7ymnZBM2MFQ,spotify:track:1FplCae7K1s7ymnZBM2MFQ,['spotify:artist:5x183GdNFhX9FETwGNpOZE'],['Remy Van Kesteren'],True,,,,,,,,,,,,,[['classical harp']],[30],30.0
Lost Angel,Cleo Sol,Gold,album,2023-09-29,5:54,354200,2023-12-28T17:22:29Z,hvdpal58,49,1z4Xn56nofk20j8cHSsSMe,spotify:track:1z4Xn56nofk20j8cHSsSMe,['spotify:artist:3ETLPQkcEd7z4k3IbZmXMq'],['Cleo Sol'],True,,,,,,,,,,,,,"[['alternative r&b', 'uk contemporary r&b', 'uk funky']]",[64],64.0
Airplane,Cleo Sol,Heaven,album,2023-09-15,4:00,240277,2023-12-28T17:23:31Z,hvdpal58,51,1PkGXXmXURIC0Zwil4MmKT,spotify:track:1PkGXXmXURIC0Zwil4MmKT,['spotify:artist:3ETLPQkcEd7z4k3IbZmXMq'],['Cleo Sol'],True,,,,,,,,,,,,,"[['alternative r&b', 'uk contemporary r&b', 'uk funky']]",[64],64.0
